x,y,species_7 cloglog values
1.0,1.0,0.64044136
2.0,2.0,0.74502015
3.0,3.0,0.8327112
4.0,4.0,0.7451582
5.0,5.0,0.20289193
6.0,6.0,0.8004862
7.0,7.0,0.21941252
8.0,8.0,0.23817848
9.0,9.0,0.8140783
10.0,10.0,0.86544895
11.0,11.0,0.82680625
12.0,12.0,0.7281518
13.0,13.0,0.7919957
14.0,14.0,0.4409714
15.0,15.0,0.6719571
16.0,16.0,0.19559449
17.0,17.0,0.21379955
18.0,18.0,0.19699937
19.0,19.0,0.20361924
20.0,20.0,0.24657731
21.0,21.0,0.19671543
22.0,22.0,0.7617627
23.0,23.0,0.5276559
24.0,24.0,0.7231553
25.0,25.0,0.8392203
26.0,26.0,0.407656
27.0,27.0,0.5946124
28.0,28.0,0.14877602
29.0,29.0,0.16606475
30.0,30.0,0.5648309
31.0,31.0,0.19631961
32.0,32.0,0.20002392
33.0,33.0,0.70353174
34.0,34.0,0.7778502
35.0,35.0,0.6549087
36.0,36.0,0.28132784
37.0,37.0,0.13332888
38.0,38.0,0.6091512
39.0,39.0,0.18608893
40.0,40.0,0.40474686
41.0,41.0,0.45544744
42.0,42.0,0.9127862
43.0,43.0,0.7186613
44.0,44.0,0.33597875
45.0,45.0,0.32222494
46.0,46.0,0.44716486
47.0,47.0,0.6321537
48.0,48.0,0.7448322
49.0,49.0,0.4261336
50.0,50.0,0.18096401
51.0,51.0,0.7584772
52.0,52.0,0.20126604
53.0,53.0,0.8474969
54.0,54.0,0.21850094
55.0,55.0,0.21484716
56.0,56.0,0.8259112
57.0,57.0,0.23976868
58.0,58.0,0.65835875
59.0,59.0,0.39713463
60.0,60.0,0.17791212
61.0,61.0,0.29098257
62.0,62.0,0.21090844
63.0,63.0,0.6884577
64.0,64.0,0.24500106
65.0,65.0,0.19424371
66.0,66.0,0.8084624
67.0,67.0,0.3841345
68.0,68.0,0.41309762
69.0,69.0,0.5666842
70.0,70.0,0.8597066
71.0,71.0,0.58475477
72.0,72.0,0.12951408
73.0,73.0,0.28782082
74.0,74.0,0.7142684
75.0,75.0,0.7399327
76.0,76.0,0.7517678
77.0,77.0,0.5864909
78.0,78.0,0.21758722
79.0,79.0,0.4001249
80.0,80.0,0.22688042
81.0,81.0,0.21935618
82.0,82.0,0.7434961
83.0,83.0,0.2961221
84.0,84.0,0.5253743
85.0,85.0,0.30200732
86.0,86.0,0.5337731
87.0,87.0,0.6518237
88.0,88.0,0.8627323
89.0,89.0,0.72980756
90.0,90.0,0.74501127
91.0,91.0,0.8931033
92.0,92.0,0.24346454
93.0,93.0,0.17276628
94.0,94.0,0.3940416
95.0,95.0,0.8002864
96.0,96.0,0.40267786
97.0,97.0,0.4459733
98.0,98.0,0.7872756
99.0,99.0,0.8156766
100.0,100.0,0.32850444
101.0,101.0,0.24749568
102.0,102.0,0.20489003
103.0,103.0,0.12967433
104.0,104.0,0.43643507
105.0,105.0,0.7580746
106.0,106.0,0.28751642
107.0,107.0,0.30920297
108.0,108.0,0.7529091
109.0,109.0,0.14222236
110.0,110.0,0.31530917
111.0,111.0,0.784741
112.0,112.0,0.44323295
113.0,113.0,0.7696806
114.0,114.0,0.2734471
115.0,115.0,0.16852702
116.0,116.0,0.31659502
117.0,117.0,0.9124253
118.0,118.0,0.81200075
119.0,119.0,0.5941774
120.0,120.0,0.666968
121.0,121.0,0.26850978
122.0,122.0,0.21201101
123.0,123.0,0.8562425
124.0,124.0,0.27182576
125.0,125.0,0.5332468
126.0,126.0,0.35142252
127.0,127.0,0.58336073
128.0,128.0,0.4110992
129.0,129.0,0.8913041
130.0,130.0,0.2440785
131.0,131.0,0.1914582
132.0,132.0,0.6675501
133.0,133.0,0.8251054
134.0,134.0,0.55746454
135.0,135.0,0.3380993
136.0,136.0,0.82090795
137.0,137.0,0.12317825
138.0,138.0,0.302169
139.0,139.0,0.76876396
140.0,140.0,0.16369557
141.0,141.0,0.19969155
142.0,142.0,0.22804466
143.0,143.0,0.36040792
144.0,144.0,0.20267078
145.0,145.0,0.39708784
146.0,146.0,0.1296385
147.0,147.0,0.6634197
148.0,148.0,0.26233876
149.0,149.0,0.21327429
150.0,150.0,0.60985786
151.0,151.0,0.64581764
152.0,152.0,0.71784127
153.0,153.0,0.18723257
154.0,154.0,0.17289905
155.0,155.0,0.1568702
156.0,156.0,0.7557365
157.0,157.0,0.23431367
158.0,158.0,0.19660619
159.0,159.0,0.2507096
160.0,160.0,0.4680197
161.0,161.0,0.8368045
162.0,162.0,0.8077094
163.0,163.0,0.9444813
164.0,164.0,0.21439669
165.0,165.0,0.5531342
166.0,166.0,0.8648565
167.0,167.0,0.20847675
168.0,168.0,0.23631334
169.0,169.0,0.78565115
170.0,170.0,0.19801877
171.0,171.0,0.27391776
172.0,172.0,0.19265726
173.0,173.0,0.2371866
174.0,174.0,0.47891295
175.0,175.0,0.12154416
176.0,176.0,0.6463278
177.0,177.0,0.42877573
178.0,178.0,0.4090424
179.0,179.0,0.68829066
180.0,180.0,0.7937433
181.0,181.0,0.19263828
182.0,182.0,0.16660546
183.0,183.0,0.49462837
184.0,184.0,0.28757688
185.0,185.0,0.46996963
186.0,186.0,0.700288
187.0,187.0,0.725803
188.0,188.0,0.6242183
189.0,189.0,0.8483804
190.0,190.0,0.22049253
191.0,191.0,0.18662414
192.0,192.0,0.28195274
193.0,193.0,0.62823504
194.0,194.0,0.4434905
195.0,195.0,0.5925401
196.0,196.0,0.27826983
197.0,197.0,0.43531838
198.0,198.0,0.3601019
199.0,199.0,0.5470373
200.0,200.0,0.27751333
201.0,201.0,0.34007537
202.0,202.0,0.8044399
203.0,203.0,0.7736116
204.0,204.0,0.9606575
205.0,205.0,0.6667378
206.0,206.0,0.5465469
207.0,207.0,0.24967672
208.0,208.0,0.48959142
209.0,209.0,0.6132888
210.0,210.0,0.67033905
211.0,211.0,0.45004722
212.0,212.0,0.6344241
213.0,213.0,0.6101563
214.0,214.0,0.64071214
215.0,215.0,0.16364974
216.0,216.0,0.28626612
217.0,217.0,0.40965518
218.0,218.0,0.2634207
219.0,219.0,0.25824708
220.0,220.0,0.35819843
221.0,221.0,0.3653197
222.0,222.0,0.5788001
223.0,223.0,0.2593618
224.0,224.0,0.37973934
225.0,225.0,0.17912295
226.0,226.0,0.2855569
227.0,227.0,0.46416402
228.0,228.0,0.20090026
229.0,229.0,0.21654674
230.0,230.0,0.1754687
231.0,231.0,0.855296
232.0,232.0,0.6404922
233.0,233.0,0.83862805
234.0,234.0,0.42054632
235.0,235.0,0.8187734
236.0,236.0,0.62706184
237.0,237.0,0.3134172
