x,y,species_5 cloglog values
1.0,1.0,0.20570156
2.0,2.0,0.15855227
3.0,3.0,0.23063236
4.0,4.0,0.52994156
5.0,5.0,0.31058547
6.0,6.0,0.656747
7.0,7.0,0.63160795
8.0,8.0,0.160779
9.0,9.0,0.13561009
10.0,10.0,0.120241515
11.0,11.0,0.1826769
12.0,12.0,0.15388016
13.0,13.0,0.54608303
14.0,14.0,0.9135933
15.0,15.0,0.47406194
16.0,16.0,0.19063388
17.0,17.0,0.13079062
18.0,18.0,0.18519853
19.0,19.0,0.156904
20.0,20.0,0.37243298
21.0,21.0,0.6277766
22.0,22.0,0.75573355
23.0,23.0,0.17495257
24.0,24.0,0.16338015
25.0,25.0,0.37175968
26.0,26.0,0.25636473
27.0,27.0,0.42168522
28.0,28.0,0.14814828
29.0,29.0,0.16020986
30.0,30.0,0.69350296
31.0,31.0,0.67699414
32.0,32.0,0.2180781
33.0,33.0,0.15589014
34.0,34.0,0.14482556
35.0,35.0,0.712651
36.0,36.0,0.8187757
37.0,37.0,0.6077177
38.0,38.0,0.42056808
39.0,39.0,0.0913256
40.0,40.0,0.14785822
41.0,41.0,0.119765714
42.0,42.0,0.4621228
43.0,43.0,0.81020164
44.0,44.0,0.20343538
45.0,45.0,0.20934218
46.0,46.0,0.83339614
47.0,47.0,0.13429818
48.0,48.0,0.14842875
49.0,49.0,0.33014125
50.0,50.0,0.78706646
51.0,51.0,0.29715058
52.0,52.0,0.21940291
53.0,53.0,0.18076906
54.0,54.0,0.9079701
55.0,55.0,0.14539863
56.0,56.0,0.86618346
57.0,57.0,0.22563681
58.0,58.0,0.2864378
59.0,59.0,0.82557327
60.0,60.0,0.09123049
61.0,61.0,0.69226
62.0,62.0,0.20138723
63.0,63.0,0.7709431
64.0,64.0,0.13808022
65.0,65.0,0.3102073
66.0,66.0,0.55148536
67.0,67.0,0.62175465
68.0,68.0,0.7673987
69.0,69.0,0.17831387
70.0,70.0,0.417176
71.0,71.0,0.18593805
72.0,72.0,0.4197912
73.0,73.0,0.47641662
74.0,74.0,0.74131936
75.0,75.0,0.086323835
76.0,76.0,0.16772553
77.0,77.0,0.21708164
78.0,78.0,0.15212373
79.0,79.0,0.11903414
80.0,80.0,0.7530811
81.0,81.0,0.6887422
82.0,82.0,0.871234
83.0,83.0,0.12065532
84.0,84.0,0.7793071
85.0,85.0,0.2280442
86.0,86.0,0.14737092
87.0,87.0,0.55545115
88.0,88.0,0.38039336
89.0,89.0,0.13614617
90.0,90.0,0.18885672
91.0,91.0,0.30108786
92.0,92.0,0.4690689
93.0,93.0,0.54975474
94.0,94.0,0.89291686
95.0,95.0,0.40803522
96.0,96.0,0.75664616
97.0,97.0,0.15399519
98.0,98.0,0.57592666
99.0,99.0,0.13006325
100.0,100.0,0.22006428
101.0,101.0,0.93262017
102.0,102.0,0.15712222
103.0,103.0,0.32818764
104.0,104.0,0.3504888
105.0,105.0,0.272557
106.0,106.0,0.3691035
107.0,107.0,0.12662925
108.0,108.0,0.93623865
109.0,109.0,0.31379604
110.0,110.0,0.42661846
111.0,111.0,0.943954
112.0,112.0,0.37049997
113.0,113.0,0.31987864
114.0,114.0,0.13780904
115.0,115.0,0.7585763
116.0,116.0,0.71091807
117.0,117.0,0.20493306
118.0,118.0,0.6882923
119.0,119.0,0.35198385
120.0,120.0,0.67659265
121.0,121.0,0.72421575
122.0,122.0,0.24007365
123.0,123.0,0.68499255
124.0,124.0,0.1440883
125.0,125.0,0.1514012
126.0,126.0,0.6723116
127.0,127.0,0.8213786
128.0,128.0,0.1266828
129.0,129.0,0.18887609
130.0,130.0,0.63860875
131.0,131.0,0.09241932
132.0,132.0,0.35216057
133.0,133.0,0.74591804
134.0,134.0,0.73371774
135.0,135.0,0.90430367
136.0,136.0,0.5627641
137.0,137.0,0.843361
138.0,138.0,0.2076314
139.0,139.0,0.16488832
140.0,140.0,0.66988933
141.0,141.0,0.74094224
142.0,142.0,0.13655682
143.0,143.0,0.2845127
144.0,144.0,0.6027095
145.0,145.0,0.14323571
146.0,146.0,0.35074008
147.0,147.0,0.6455369
148.0,148.0,0.18279529
149.0,149.0,0.735364
150.0,150.0,0.38194677
151.0,151.0,0.3568363
152.0,152.0,0.11450369
153.0,153.0,0.33011064
154.0,154.0,0.884562
155.0,155.0,0.39978948
156.0,156.0,0.27544722
157.0,157.0,0.17694356
158.0,158.0,0.0836553
159.0,159.0,0.731535
160.0,160.0,0.49609512
161.0,161.0,0.79423714
162.0,162.0,0.19023085
163.0,163.0,0.62317306
164.0,164.0,0.18949942
165.0,165.0,0.4105018
166.0,166.0,0.6030789
167.0,167.0,0.55669826
168.0,168.0,0.2874897
169.0,169.0,0.66784996
170.0,170.0,0.17320761
171.0,171.0,0.091696516
172.0,172.0,0.7900873
